projectName,unitName,epShort,samplingStartDate,plot,treeTagNo,scientificName,dbh_in,ht_ft,htlc_ft,cbh_ft,status,crownScorch_%,maxScorchHt_ft,minBoleChar_ft,maxBoleChar_ft,burnSeverity
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1936,Pinus ponderosa,0.6,6.3,3.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1927,Pinus ponderosa,5.4,26.3,8.5,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1922,Pinus ponderosa,7,30.4,9.1,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1928,Pinus ponderosa,0.4,5.7,2,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1924,Pseudotsuga menziesii,1.1,8.1,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1932,Pseudotsuga menziesii,0.3,5.8,2,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1951,Pseudotsuga menziesii,1,7,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1955,Pseudotsuga menziesii,0.9,6.2,3,2.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1941,Pseudotsuga menziesii,0.3,5.9,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1933,Pseudotsuga menziesii,4,22.5,2.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1937,Pseudotsuga menziesii,0.6,7,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1938,Pseudotsuga menziesii,1.8,10.7,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1939,Pseudotsuga menziesii,3.4,21.8,3,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,18,1944,Pseudotsuga menziesii,1.4,7.5,1,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1974,Abies grandis,0.6,6.4,1.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1963,Abies grandis,5.5,25.6,8.9,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1964,Abies grandis,0.7,6.5,0.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1973,Abies grandis,1,6.5,1.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1978,Abies grandis,2,11.3,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1971,Abies grandis,1.6,7.1,2,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1970,Abies grandis,1.2,7.3,4.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1969,Abies grandis,4.5,19.4,8.1,3.8,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1968,Abies grandis,0.6,5.5,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1967,Abies grandis,2.9,14.7,2,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1976,Abies grandis,2.2,11.8,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1960,Pinus ponderosa,20.4,70,27.5,27.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1972,Pinus ponderosa,5.2,17.5,5.8,4,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1975,Pinus ponderosa,1.1,7.2,2,2,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1961,Pseudotsuga menziesii,5,16,8,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1962,Pseudotsuga menziesii,6.6,16.9,8,3.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1965,Pseudotsuga menziesii,2.7,13.2,1,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1966,Pseudotsuga menziesii,3.1,19.9,1,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1980,Pseudotsuga menziesii,1.4,10.7,2.5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1977,Pseudotsuga menziesii,1.1,8.4,2.5,1.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,19,1979,Pseudotsuga menziesii,1,7.8,3,0.5,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,1957,Abies grandis,5.3,20.5,5,1,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,1959,Pseudotsuga menziesii,20.4,82.1,15.7,9.8,L,,,,,
Washington DNR Pilot Project,Canteen,PRE,07-Aug-16,20,1958,Pseudotsuga menziesii,4.5,18.1,3.5,0.5,L,,,,,
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1331,Pinus ponderosa,9.5,70,24,15,L,0,,0.1,1,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1334,Pseudotsuga menziesii,6,36,6,5,L,60,22,1,9,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1339,Pseudotsuga menziesii,0.5,7,2,1,L,100,7,1,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1338,Pseudotsuga menziesii,0.3,5,3,1,L,100,5,1,2,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1337,Pseudotsuga menziesii,19.8,97,22,15,L,10,35,17,35,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1335,Pseudotsuga menziesii,2.9,17,5,2,L,85,13,3,6,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1333,Pseudotsuga menziesii,2.9,19,6,4,L,45,18,2,4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1332,Pseudotsuga menziesii,6.1,38,5,2,L,20,31,0.1,1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,1,1336,Pseudotsuga menziesii,1.1,9,2,1,L,100,9,1,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1350,Pinus ponderosa,18.9,77,46,31,L,15,48,2,9,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1341,Pinus ponderosa,9.6,61,15,6,L,5,23,0.1,8,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1340,Pinus ponderosa,11,71,26,20,L,5,20,0.1,8,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1343,Pinus ponderosa,15.1,81,36,34,L,5,36,0.1,5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1345,Pinus ponderosa,17.6,89,30,30,L,5,32,2,17,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1346,Pinus ponderosa,23,104,34,25,L,5,41,4,13,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1347,Pinus ponderosa,17.6,90,50,48,L,40,60,0.1,12,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1349,Pinus ponderosa,12.8,74,37,31,L,0,,0.1,8,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1344,Pinus ponderosa,13.5,72,27,19,L,50,40,0.1,7,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1342,Pseudotsuga menziesii,9.6,55,7,7,L,20,20,3,7,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,3,1348,Pseudotsuga menziesii,5.9,38,9,7,L,45,24,3,5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1351,Abies grandis,4.2,23,8,6,L,100,23,2,5,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1352,Abies grandis,1.6,10,,5,D,100,10,2,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1353,Abies grandis,3.2,12,,6,D,100,12,3,7,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1354,Abies grandis,3.1,12,,7,D,100,12,4,8,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1355,Abies grandis,3.3,14,9,7,L,100,14,4,5,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,26,Pinus ponderosa,5.9,31,,21,D,,,5,13,
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,35,Pinus ponderosa,3,31,8,5,L,95,31,7,15,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,32,Pinus ponderosa,7.7,51,24,17,L,95,47,3,19,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1359,Pinus ponderosa,9,49,16,10,L,60,32,3,13,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1358,Pinus ponderosa,2.8,23,13,6,L,100,23,0.1,7,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,27,Pinus ponderosa,25.2,81,29,16,L,30,45,6,29,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,36,Pseudotsuga menziesii,2.3,17,3,2,L,100,17,3,4,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,21,Pseudotsuga menziesii,12.3,75,27,15,L,25,34,6,14,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1360,Pseudotsuga menziesii,9.1,66,22,15,L,45,33,2,6,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,34,Pseudotsuga menziesii,0.6,7,2,1,L,100,7,2,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,29,Pseudotsuga menziesii,2.6,16,4,3,L,100,16,3,4,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1357,Pseudotsuga menziesii,13,75,19,10,L,55,45,4,15,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,31,Pseudotsuga menziesii,0.7,8,1,1,L,100,8,3,8,4
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,30,Pseudotsuga menziesii,1.8,13,1,1,L,100,13,3,4,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,33,Pseudotsuga menziesii,1.4,9,2,2,L,100,9,6,6,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,23,Pseudotsuga menziesii,7.3,41,16,9,L,70,34,4,9,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,24,Pseudotsuga menziesii,10,46,10,8,L,25,33,4,13,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,25,Pseudotsuga menziesii,4,25,5,3,L,65,19,0.1,3,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,28,Pseudotsuga menziesii,3.2,18,6,3,L,90,18,2,4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,22,Pseudotsuga menziesii,0.8,8,2,1,L,100,8,3,4,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,5,1356,Pseudotsuga menziesii,10.6,64,19,15,L,35,43,4,18,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,47,Pinus ponderosa,7.6,58,34,34,L,100,58,3,28,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,46,Pinus ponderosa,2.8,20,0,,D,100,20,20,20,5
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,44,Pinus ponderosa,11.4,36,15,6,L,100,36,2,23,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,39,Pinus ponderosa,13.3,86,40,33,L,100,86,0.1,21,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,38,Pseudotsuga menziesii,6.6,40,5,1,L,100,40,2,8,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,40,Pseudotsuga menziesii,19.5,106,51,38,L,100,106,12,32,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,41,Pseudotsuga menziesii,23,108,36,23,L,100,108,8,38,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,43,Pseudotsuga menziesii,13.8,45,25,2,L,100,45,7,25,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,45,Pseudotsuga menziesii,24.4,116,36,9,L,100,116,12,65,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,7,42,Pseudotsuga menziesii,16.8,104,33,12,L,100,104,14,40,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,9,48,Pinus ponderosa,27.4,77,5,5,L,15,51,0.1,3,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,9,49,Pinus ponderosa,24.9,85,8,6,L,50,58,0.1,3,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,11,51,Pinus ponderosa,1.7,8,1,1,L,100,8,0.1,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,11,50,Pinus ponderosa,1,7,2,1,L,100,7,0.1,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,13,52,Pinus ponderosa,11.8,68,25,20,L,5,34,0,0,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,13,53,Pseudotsuga menziesii,9.2,55,8,2,L,15,14,3,9,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,13,54,Pseudotsuga menziesii,9,39,4,2,L,10,13,0.1,5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,84,Abies grandis,2.4,22,10,9,L,0,,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,85,Abies grandis,3.5,29,14,11,L,0,,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,83,Abies grandis,1.7,15,7,5,L,0,,0,0.1,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,86,Abies grandis,4.9,42,8,5,L,0,,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,91,Abies grandis,6.7,47,15,11,L,5,13,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,99,Abies grandis,3.9,23,6,3,L,5,8,1,2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,65,Abies grandis,2.3,18,11,10,L,70,14,0.1,2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,73,Abies grandis,6.5,21,6,5,L,90,21,4,5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,110,Abies grandis,1.5,10,5,1,L,100,10,0.1,1,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,106,Abies grandis,3.1,16,6,6,L,98,16,1,4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,105,Abies grandis,2.3,14,11,7,L,100,14,1,2,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,70,Abies grandis,1.8,17,8,5,L,15,8,0,0.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,98,Abies grandis,2.7,19,7,6,L,15,10,0.1,0.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,71,Abies grandis,2.3,23,9,7,L,5,10,0,0.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,64,Abies grandis,4.6,29,6,3,L,60,21,0.1,1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,56,Abies grandis,2.7,12,2,1,L,100,12,0.1,2,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,90,Abies grandis,0.6,6,5,4,L,0,,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,76,Abies grandis,3.4,29,4,4,L,90,29,0,0.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,55,Abies grandis,0.6,6,1,1,L,100,6,1,2,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,101,Abies grandis,1.8,7,3,2,L,100,7,1,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,63,Pseudotsuga menziesii,1,10,5,4,L,95,10,0.1,1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,66,Pseudotsuga menziesii,1.6,12,8,7,L,15,10,0.1,1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,79,Pseudotsuga menziesii,5.2,35,11,9,L,15,25,0,0,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,80,Pseudotsuga menziesii,1.3,12,8,6,L,10,8,0,0,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,81,Pseudotsuga menziesii,5.2,38,13,9,L,70,28,0,0,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,82,Pseudotsuga menziesii,4.7,31,12,9,L,95,31,0,0,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,95,Pseudotsuga menziesii,1.5,13,8,6,L,98,13,0.1,2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,102,Pseudotsuga menziesii,3.7,23,8,4,L,90,21,0.1,2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,92,Pseudotsuga menziesii,2.8,24,11,4,L,5,12,0,0,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,89,Pseudotsuga menziesii,0.6,7,5,5,L,0,,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,72,Pseudotsuga menziesii,3.7,17,8,6,L,100,17,5,5,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,88,Pseudotsuga menziesii,1,9,7,6,L,0,,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,62,Pseudotsuga menziesii,3.1,25,11,11,L,35,14,0.1,1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,77,Pseudotsuga menziesii,1.3,10,5,1,L,100,10,0,0.1,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,87,Pseudotsuga menziesii,1.7,12,6,4,L,0,,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,93,Pseudotsuga menziesii,0.7,8,5,3,L,0,,0,0,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,94,Pseudotsuga menziesii,1.7,15,8,8,L,95,14,0.1,0.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,74,Pseudotsuga menziesii,1.1,8,3,2,L,100,8,0,0.1,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,109,Pseudotsuga menziesii,3.4,27,8,8,L,95,24,2,5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,96,Pseudotsuga menziesii,0.7,6,4,4,L,100,6,0.1,1,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,69,Pseudotsuga menziesii,0.6,11,6,4,L,85,8,0,0.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,61,Pseudotsuga menziesii,6.2,42,14,9,L,15,20,2,7,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,75,Pseudotsuga menziesii,1.2,7,4,2,L,100,7,0,0.1,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,104,Pseudotsuga menziesii,3.7,25,12,7,L,98,25,2,4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,107,Pseudotsuga menziesii,1.5,11,6,4,L,100,11,0.1,1,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,60,Pseudotsuga menziesii,4.6,32,13,13,L,35,17,1,6,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,78,Pseudotsuga menziesii,1,8,4,2,L,100,8,0.1,0.1,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,108,Pseudotsuga menziesii,4.2,34,12,10,L,85,28,3,5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,97,Pseudotsuga menziesii,4.1,28,6,4,L,25,18,1,3,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,58,Pseudotsuga menziesii,18.9,109,62,42,L,0,,4,19,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,111,Pseudotsuga menziesii,1.4,12,7,6,L,100,12,3,4,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,57,Pseudotsuga menziesii,22.5,115,57,46,L,0,,0.1,19,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,68,Pseudotsuga menziesii,2.7,20,7,5,L,15,9,0.1,1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,67,Pseudotsuga menziesii,3.4,22,8,7,L,10,10,0.1,2,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,100,Pseudotsuga menziesii,3.1,16,4,1,L,10,11,2,4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,103,Pseudotsuga menziesii,2.1,10,6,3,L,100,10,1,4,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,15,59,Pseudotsuga menziesii,22.8,122,62,41,L,0,,2,14,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,114,Pinus ponderosa,14.2,85,31,8,L,40,49,1,26,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,121,Pinus ponderosa,13.1,80,45,6,L,5,45,1,14,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,120,Pinus ponderosa,7.8,26,23,6,L,98,26,2,13,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,125,Pinus ponderosa,12.2,59,13,8,L,10,37,1,10,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,118,Pinus ponderosa,21.1,101,42,12,L,5,50,3,22,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,116,Pinus ponderosa,2.8,24,9,6,L,98,24,3,12,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,115,Pinus ponderosa,1.9,11,6,6,L,100,11,3,10,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,127,Pinus ponderosa,18.1,83,25,6,L,5,40,2,15,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,135,Pinus ponderosa,16.5,89,49,14,L,0,,6,19,1
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,119,Pinus ponderosa,11.5,45,27,9,L,75,42,5,17,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,139,Pseudotsuga menziesii,9,69,19,3,L,15,31,0.1,5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,142,Pseudotsuga menziesii,7.4,40,8,9,L,60,32,0,0,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,,Pseudotsuga menziesii,5.2,31,6,6,L,45,31,0,0,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,138,Pseudotsuga menziesii,2.3,22,12,3,L,60,17,0.1,1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,112,Pseudotsuga menziesii,11.2,62,9,6,L,65,43,9,18,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,129,Pseudotsuga menziesii,2.5,25,,6,D,100,25,4,8,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,128,Pseudotsuga menziesii,7.4,59,33,7,L,35,33,5,10,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,113,Pseudotsuga menziesii,6.3,51,6,4,L,85,44,3,6,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,132,Pseudotsuga menziesii,5.4,48,16,7,L,5,24,2,6,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,126,Pseudotsuga menziesii,2.5,25,13,11,L,35,18,2,4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,117,Pseudotsuga menziesii,0.8,8,2,2,L,100,8,0.1,1,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,124,Pseudotsuga menziesii,1.2,21,12,5,L,100,21,2,5,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,123,Pseudotsuga menziesii,7.3,68,19,7,L,20,24,3,14,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,122,Pseudotsuga menziesii,9.5,76,21,8,L,50,28,4,14,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,140,Pseudotsuga menziesii,4.9,36,5,3,L,100,36,1,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,130,Pseudotsuga menziesii,2.9,27,13,6,L,90,20,3,4,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,141,Pseudotsuga menziesii,3.6,23,4,4,L,20,10,0,0.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,131,Pseudotsuga menziesii,1.6,14,10,4,L,100,14,2,3,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,133,Pseudotsuga menziesii,3.4,31,14,7,L,5,26,4,7,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,134,Pseudotsuga menziesii,10,68,17,11,L,65,37,4,11,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,136,Pseudotsuga menziesii,1.7,18,7,5,L,100,18,1,2,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,17,137,Pseudotsuga menziesii,5.5,44,12,2,L,30,19,1,5,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,19,146,Pinus ponderosa,2.7,23,11,11,L,100,23,1,6,3
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,19,145,Pinus ponderosa,7.3,46,14,8,L,20,24,1,6,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,19,144,Pinus ponderosa,7,50,24,6,L,30,26,0,0.1,2
Washington DNR Pilot Project,Chumstick ZUI,PRE,12-Sep-16,19,143,Pinus ponderosa,13,58,24,8,L,25,28,0,0.1,2
