projectName,unitName,epShort,samplingStartDate,plot,treeTagNo,scientificName,dbh_in,ht_ft,htlc_ft,cbh_ft,status,crownScorch_%,maxScorchHt_ft,minBoleChar_ft,maxBoleChar_ft,burnSeverity
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,3,306,Pseudotsuga menziesii,13.4,77,50,8.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,310,Pseudotsuga menziesii,3.6,29,16,7,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,309,Pseudotsuga menziesii,6.5,41,21,9.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,308,Pseudotsuga menziesii,6.4,32,,5.5,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,311,Pseudotsuga menziesii,4,32,25,5.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,312,Pseudotsuga menziesii,4.9,26,14,6,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,313,Pseudotsuga menziesii,11.9,60,31,8,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,314,Pseudotsuga menziesii,4.9,19,15,4,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,5,307,Pseudotsuga menziesii,9.1,59,38,5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,316,Pseudotsuga menziesii,13.7,77,38,6,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,317,Pseudotsuga menziesii,5.5,40,23,4.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,7,315,Pseudotsuga menziesii,12.9,71,35,4.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,9,319,Pseudotsuga menziesii,18.8,60,17,17,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,9,320,Pseudotsuga menziesii,27.3,78,27,27,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,9,318,Pseudotsuga menziesii,0.4,6,2.5,1,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,327,Pseudotsuga menziesii,5,41,22,2.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,328,Pseudotsuga menziesii,3.9,28,15,1.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,322,Pseudotsuga menziesii,4.8,29,12,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,321,Pseudotsuga menziesii,10.3,52,28,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,329,Pseudotsuga menziesii,5,38,24,1,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,330,Pseudotsuga menziesii,2.9,20,17,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,326,Pseudotsuga menziesii,8,46,22,2.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,325,Pseudotsuga menziesii,3.3,27,12,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,323,Pseudotsuga menziesii,0.8,8.5,7,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,332,Pseudotsuga menziesii,11.8,52,33,1,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,333,Pseudotsuga menziesii,6.6,51,25,1,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,331,Pseudotsuga menziesii,1.3,11,,1,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,11,324,Pseudotsuga menziesii,0.6,8.5,,2.5,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,346,Pseudotsuga menziesii,9.5,65,35,3.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,342,Pseudotsuga menziesii,7.3,49,35,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,341,Pseudotsuga menziesii,6,47,29,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,343,Pseudotsuga menziesii,6.6,40,29,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,345,Pseudotsuga menziesii,5,43,20,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,339,Pseudotsuga menziesii,0.4,6.5,,1,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,347,Pseudotsuga menziesii,13,60,40,4.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,340,Pseudotsuga menziesii,2.3,18,,1.5,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,344,Pseudotsuga menziesii,11.9,67,43,3.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,338,Pseudotsuga menziesii,13.8,71,36,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,337,Pseudotsuga menziesii,6.4,58,33,3.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,336,Pseudotsuga menziesii,7.8,59,34,1,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,335,Pseudotsuga menziesii,4.1,40,34,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,13,334,Pseudotsuga menziesii,11.4,54,28,2.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,352,Pseudotsuga menziesii,13.1,64,40,5.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,354,Pseudotsuga menziesii,4.1,26,11,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,355,Pseudotsuga menziesii,5.9,40,28,6,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,356,Pseudotsuga menziesii,14.5,63,33,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,350,Pseudotsuga menziesii,12,67,36,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,348,Pseudotsuga menziesii,1.2,8.5,6.5,3.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,349,Pseudotsuga menziesii,5.3,38,16,3,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,351,Pseudotsuga menziesii,4,30,24,4.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,15,353,Pseudotsuga menziesii,8.9,49,27,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,369,Pseudotsuga menziesii,8.3,64,28,1.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,365,Pseudotsuga menziesii,3.5,20,13,0.5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,368,Pseudotsuga menziesii,2.1,18,,1,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,367,Pseudotsuga menziesii,7.8,76,33,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,17,366,Pseudotsuga menziesii,6.2,66,28,1,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,357,Pseudotsuga menziesii,0.9,9,,5,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,358,Pseudotsuga menziesii,1.1,16,15,1,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,359,Pseudotsuga menziesii,6.9,17,13,2,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,360,Pseudotsuga menziesii,1,12,,4,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,361,Pseudotsuga menziesii,3.5,23,15,5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,362,Pseudotsuga menziesii,18.9,70,30,5,L,0,,,,1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,363,Pseudotsuga menziesii,3.8,23,22,0.5,D,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,20,364,Pseudotsuga menziesii,11.5,69,45,0.8,L,0,,,,1
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,712,Acer macrophyllum,5.6,37,21,11,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,711,Pseudotsuga menziesii,27.4,121,85,35,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,707,Pseudotsuga menziesii,27.1,131,20,120,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,706,Pseudotsuga menziesii,15.6,111,8,101,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,705,Pseudotsuga menziesii,25.2,109,9,100,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,701,Pseudotsuga menziesii,17.1,103,10,90,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,710,Pseudotsuga menziesii,26.8,131,30,70,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,709,Thuja plicata,2.6,11,5,2,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,708,Thuja plicata,5.9,27,7,10,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,704,Thuja plicata,3.1,10,9,0.5,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,703,Thuja plicata,2.6,12,8,2,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,1,702,Thuja plicata,2,7,5,4,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,716,Abies grandis,2.2,9,3,0.5,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,717,Abies grandis,3.4,15,8,1,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,715,Amelanchier spp.,1.3,10,4,3,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,719,Amelanchier spp.,0.8,5.9,1,0.5,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,720,Amelanchier spp.,1.1,10.5,3,0.5,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,713,Pinus ponderosa,23.1,96,64,35,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,714,Pseudotsuga menziesii,17.2,99,28,57,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,3,718,Pseudotsuga menziesii,24,97,25,48,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,5,721,Thuja plicata,9.6,29,15,0.5,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,723,Pseudotsuga menziesii,3.5,11,10,0.5,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,724,Pseudotsuga menziesii,19.8,60,5,20,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,722,Pseudotsuga menziesii,24.5,102,25,42,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,7,725,Pseudotsuga menziesii,25.7,104,45,30,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,727,Pseudotsuga menziesii,21.5,116,40,62,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,729,Pseudotsuga menziesii,11.8,109,20,60,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,732,Pseudotsuga menziesii,17.2,113,18,69,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,726,Pseudotsuga menziesii,16.3,115,42,71,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,728,Pseudotsuga menziesii,18.3,107,35,64,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,733,Pseudotsuga menziesii,18,114,20,55,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,731,Pseudotsuga menziesii,20.7,117,25,71,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,734,Pseudotsuga menziesii,18.2,116,33,64,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,9,730,Pseudotsuga menziesii,19,125,29,75,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,735,Pseudotsuga menziesii,14.1,6,,0.5,D,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,738,Pseudotsuga menziesii,20.2,99,35,42,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,740,Pseudotsuga menziesii,17.9,95,56,34,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,736,Pseudotsuga menziesii,16.4,98,42,46,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,741,Pseudotsuga menziesii,19.6,97,38,40,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,739,Pseudotsuga menziesii,14.9,86,40,45,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,11,737,Pseudotsuga menziesii,17.3,90,60,18,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,742,Pseudotsuga menziesii,19.1,120,30,48,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,743,Pseudotsuga menziesii,20.4,110,35,55,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,745,Pseudotsuga menziesii,19.5,69,20,39,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,746,Pseudotsuga menziesii,19.4,85,32,48,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,747,Pseudotsuga menziesii,16.3,108,29,80,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,749,Pseudotsuga menziesii,15.9,100,40,45,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,744,Pseudotsuga menziesii,18.8,107,28,56,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,750,Pseudotsuga menziesii,20.1,110,37,48,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,13,748,Pseudotsuga menziesii,15.5,109,26,78,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,759,Pseudotsuga menziesii,15.5,108,50,46,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,756,Pseudotsuga menziesii,17.9,106,45,38,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,755,Pseudotsuga menziesii,16.9,99,32,49,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,751,Pseudotsuga menziesii,19,105,44,50,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,757,Pseudotsuga menziesii,15.2,97,48,28,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,761,Pseudotsuga menziesii,19.4,105,52,28,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,753,Pseudotsuga menziesii,18,115,49,52,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,754,Pseudotsuga menziesii,23.8,119,60,42,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,758,Pseudotsuga menziesii,13.6,94,38,32,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,752,Pseudotsuga menziesii,14.2,107,38,60,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,15,760,Unknown species,18.5,6,,,D,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,17,762,Pseudotsuga menziesii,22.5,90,45,15,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,17,766,Pseudotsuga menziesii,19.3,98,32,50,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,17,765,Pseudotsuga menziesii,24.8,120,50,30,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,17,764,Pseudotsuga menziesii,23.7,6,,,D,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,17,763,Pseudotsuga menziesii,9.6,39,14,18,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,775,Abies grandis,4.5,24,6,7,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,776,Abies grandis,2.9,12,2,6,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,782,Abies grandis,0.1,5,4,0.1,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,781,Abies grandis,0.2,5,4,0.1,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,779,Abies grandis,4.1,30,8,19,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,780,Abies grandis,0.2,5.5,4,0.2,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,767,Abies grandis,2.8,10,3,6,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,774,Abies grandis,5.4,31,7,10,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,773,Abies grandis,1.1,7,2,3,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,772,Abies grandis,2.4,9,3,4,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,771,Abies grandis,7.3,46,28,24,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,770,Abies grandis,2.5,20,8,2,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,769,Abies grandis,1.4,16,3,3,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,768,Abies grandis,1.3,7,2,4,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,777,Pinus ponderosa,6.9,47,25,10,L,,,,,
Washington DNR Pilot Project,Natapoc 35,PRE,06-Oct-16,19,778,Pseudotsuga menziesii,19.5,59,28,18,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,1,601,Abies grandis,10.1,57.6,,,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,2,603,Abies grandis,19.5,64.1,22.3,5.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,2,604,Abies grandis,19.1,77.2,11.5,2,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,2,602,Pseudotsuga menziesii,9.6,45.5,10.1,10.1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,607,Abies grandis,2,8.5,1,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,608,Abies grandis,4.8,10.7,1,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,610,Abies grandis,5.6,18.3,10.5,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,605,Pinus ponderosa,16.4,68.4,31.5,31.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,606,Pseudotsuga menziesii,1.4,8,5,5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,609,Pseudotsuga menziesii,13.3,53.8,9,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,3,611,Pseudotsuga menziesii,5,17.9,6.5,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,4,614,Abies grandis,0.5,5,1,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,4,612,Larix occidentalis,6.4,35.8,6,2,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,4,613,Larix occidentalis,1.8,6.5,4.5,2.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,5,615,Abies grandis,0.8,5.8,3,3,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,618,Abies grandis,0.7,6.2,4,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,621,Abies grandis,12.4,36.4,31.3,31.3,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,616,Larix occidentalis,1.1,6.8,,1.5,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,619,Larix occidentalis,5.7,49,23.5,3,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,620,Larix occidentalis,3.1,27.9,7,5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,6,617,Larix occidentalis,4.5,40.1,11.7,5.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,7,622,Abies grandis,1.5,7.3,4,2.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,624,Abies grandis,2.5,14.5,,8.4,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,627,Abies grandis,1.9,11.2,,1,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,628,Abies grandis,2,9.7,,1.5,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,629,Abies grandis,1.7,7.5,3.5,2.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,623,Abies grandis,11.5,45.3,,6,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,625,Larix occidentalis,3.4,13.1,,4.5,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,8,626,Larix occidentalis,11.2,74.1,,47.1,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,637,Abies grandis,2,9.1,1.5,1.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,631,Abies grandis,1.6,8.8,0.5,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,630,Abies grandis,14,59.5,,5,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,632,Abies grandis,2.7,9.9,1,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,636,Abies grandis,5.2,16.6,3.5,1.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,634,Abies grandis,10.2,37,,6,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,635,Abies grandis,0.8,7,2.5,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,9,633,Pseudotsuga menziesii,24.4,86.9,21.5,18,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,647,Abies grandis,0.4,5.7,3,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,638,Abies grandis,10.6,81.9,20.1,20.1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,640,Larix occidentalis,0.8,14.5,4.5,2,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,648,Larix occidentalis,0.6,8.1,2.5,2.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,649,Larix occidentalis,0.6,8.3,1,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,644,Larix occidentalis,5.2,31.5,12.6,3.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,642,Pinus ponderosa,2.9,24.4,8,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,645,Pseudotsuga menziesii,1.6,11.8,3.5,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,641,Pseudotsuga menziesii,1.5,12.7,5,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,646,Pseudotsuga menziesii,0.8,6,1,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,643,Pseudotsuga menziesii,0.9,9.7,4.5,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,11,639,Pseudotsuga menziesii,23.6,31.6,11.4,8.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,651,Abies grandis,2.2,9.8,3,1.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,653,Abies grandis,2.1,8.8,2,2,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,654,Abies grandis,1.4,8.6,2,2,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,656,Abies grandis,1.2,6.3,2,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,657,Abies grandis,0.5,5,2,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,660,Abies grandis,3.4,16,3,1,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,650,Abies grandis,3.9,19.6,,2,D,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,655,Abies grandis,3.3,11.1,5,1.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,659,Larix occidentalis,11.6,47.4,12.5,4.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,652,Pseudotsuga menziesii,6.4,36.5,7,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,12,658,Pseudotsuga menziesii,3.4,21.4,4,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,668,Abies grandis,4.7,18.5,3.5,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,663,Abies grandis,3.4,16.6,4,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,665,Abies grandis,1,8.1,2.5,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,669,Abies grandis,4.5,19.4,3,0.5,L,,,,,
Washington DNR Pilot Project,Oak Creek,PRE,02-Aug-16,13,666,Abies grandis,1,6.2,2.5,0.5,L,,,,,
