projectName,unitName,epShort,samplingStartDate,plot,clipPlotNo,clipPlotMat,bagNo,grossDryWt_g,bagWt_g
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,16,2,Shrubs,1,295.6,41.3
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,17,2,Forbs/Herbaceous,1,230.6,46.3
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,17,2,Shrubs,1,7.6,6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,18,2,Grass,1,9.9,5.8
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,18,2,Forbs/Herbaceous,1,88.8,29.9
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,18,2,Shrubs,1,109,46
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,19,2,Grass,1,177.1,42
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,19,2,Shrubs,1,261.9,45.9
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,19,2,Shrubs,1,291.4,43.6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,19,2,Forbs/Herbaceous,1,14.4,5.6
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,20,2,Shrubs,1,220.2,43.5
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,20,2,Shrubs,1,117.8,43
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,20,2,Forbs/Herbaceous,1,11,5.8
Washington DNR Pilot Project,Natapoc 35,PRE,6-Oct-16,20,2,Grass,1,34.9,6.8
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,1,1,Grass,1,7.3,7
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,1,1,Forbs/Herbaceous,1,8.7,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,2,1,Forbs/Herbaceous,1,19.4,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,2,1,Grass,1,112.4,45.5
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,3,1,Forbs/Herbaceous,1,47.9,45.8
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,3,1,Grass,1,54.6,45.7
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,4,1,Shrubs,1,49.7,45.8
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,4,1,Forbs/Herbaceous,1,50.8,46
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,5,1,Forbs/Herbaceous,1,9.8,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,5,1,Forbs/Herbaceous,1,8.8,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,5,1,Shrubs,1,75.8,45
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,5,1,Grass,1,8.4,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,6,1,Forbs/Herbaceous,1,51.1,45.6
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,6,1,Shrubs,1,29.4,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,6,1,Grass,1,26,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,7,1,Forbs/Herbaceous,1,10.8,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,7,1,Grass,1,96.6,45.5
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,8,1,Forbs/Herbaceous,1,33.9,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,8,1,Grass,1,36.5,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,8,1,Shrubs,5,90.1,0
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,9,1,Grass,1,13.9,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,9,1,Forbs/Herbaceous,1,89.1,45.7
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,9,1,Shrubs,1,22.2,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,10,1,Forbs/Herbaceous,1,22.2,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,10,1,Grass,1,29.3,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,11,1,Forbs/Herbaceous,1,13.8,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,11,1,Forbs/Herbaceous,1,49.3,45.4
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,11,1,Grass,1,22,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,11,1,Grass,1,62.4,46.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,12,1,Forbs/Herbaceous,1,47.6,45.8
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,12,1,Grass,1,121.4,45.2
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,13,1,Forbs/Herbaceous,1,78.7,45.9
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,13,1,Grass,1,111.2,45.8
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,14,1,Grass,1,75.1,44
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,14,1,Forbs/Herbaceous,1,53.5,43.7
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,15,1,Grass,1,13.3,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,15,1,Grass,1,85.5,45.8
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,15,1,Forbs/Herbaceous,1,7.2,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,15,1,Forbs/Herbaceous,1,61,46.8
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,16,1,Grass,1,61,45.5
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,16,1,Forbs/Herbaceous,1,82.6,45.7
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,17,1,Grass,1,81,44.2
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,17,1,Forbs/Herbaceous,1,22.3,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,17,1,Forbs/Herbaceous,1,73.6,44.5
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,17,1,Grass,1,102.1,38.7
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,18,1,Forbs/Herbaceous,1,65.7,43.6
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,18,1,Grass,1,63.3,43.7
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,19,1,Grass,1,51.8,43.5
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,19,1,Forbs/Herbaceous,1,20.1,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,20,1,Forbs/Herbaceous,1,101.5,45.8
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,20,1,Grass,1,30,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,20,1,Grass,1,18,7.1
Washington DNR Pilot Project,Oak Creek,PRE,2-Aug-16,20,1,Grass,1,17.3,7.1
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,1,1,Shrubs,1,11.2,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,1,1,Forbs/Herbaceous,1,11.4,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,1,1,Grass,1,14.6,9.7
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,2,1,Shrubs,1,87.5,44.9
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,2,1,Forbs/Herbaceous,1,7.6,7.1
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,2,1,Grass,1,8.9,7
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,3,1,Forbs/Herbaceous,1,20.2,9.7
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,3,1,Grass,1,33.7,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,3,1,Shrubs,1,23.9,9.9
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,4,1,Forbs/Herbaceous,1,13.9,10
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,4,1,Grass,1,65.9,10
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,5,1,Grass,1,23.1,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,5,1,Shrubs,1,25.3,9.9
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,6,1,Shrubs,1,126.4,44.5
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,7,1,Shrubs,1,12.3,9.7
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,7,1,Forbs/Herbaceous,1,16.6,9.9
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,7,1,Grass,1,14.9,9.7
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,8,1,Grass,1,27.3,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,8,1,Grass,1,19.9,9.9
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,8,1,Shrubs,1,70.8,46.2
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,8,1,Forbs/Herbaceous,1,13.3,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,9,1,Shrubs,1,21,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,10,1,Grass,1,38.6,9.9
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,10,1,Shrubs,1,205,44.3
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,11,1,Forbs/Herbaceous,1,16.3,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,11,1,Grass,1,16.3,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,11,1,Shrubs,1,39.3,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,12,1,Grass,1,19,10
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,13,1,Shrubs,1,76.7,43.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,13,1,Grass,1,10,7.1
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,13,1,Forbs/Herbaceous,1,12.5,7.1
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,14,1,Shrubs,1,171.4,47.3
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,14,1,Grass,1,11.8,9.8
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,15,1,Shrubs,1,78.1,44.3
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,15,1,Grass,1,20.6,7.2
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,16,1,Shrubs,1,15.1,10
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,16,1,Grass,1,24,10
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,17,1,Grass,1,10.8,7.1
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,17,1,Shrubs,1,74.8,44.6
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,18,1,Shrubs,1,15.4,9.7
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,19,1,Shrubs,1,60.1,9.9
Washington DNR Pilot Project,Upper Rendezvous 1,PRE,7-Sep-16,20,1,Shrubs,1,92.3,44.3
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,1,1,Grass,1,19.27,6.94
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,1,1,Forbs/Herbaceous,1,15.49,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,1,1,Grass,1,15.49,6.89
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,1,1,Shrubs,1,171.24,52.59
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,2,1,Forbs/Herbaceous,1,17.04,6.79
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,2,1,Shrubs,1,146.19,45.65
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,2,1,Grass,1,28.27,7.1
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,2,1,Shrubs,1,62.68,7.19
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,2,1,Shrubs,1,108.07,45.89
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,3,1,Forbs/Herbaceous,1,39.29,7.07
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,3,1,Shrubs,1,154.23,45.62
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,3,1,Shrubs,1,247.91,53.28
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,4,1,Grass,1,8.82,7.1
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,4,1,Shrubs,1,203.92,52.5
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,4,1,Shrubs,1,177.42,52.43
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,4,1,Forbs/Herbaceous,1,12.62,54.03
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,5,1,Shrubs,1,178.63,45.94
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,6,1,Shrubs,1,179.64,45.55
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,6,1,Forbs/Herbaceous,1,8.66,6.73
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,6,1,Shrubs,1,114.22,52.5
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,7,1,Shrubs,1,30.7,7.2
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,7,1,Forbs/Herbaceous,1,23.4,10
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,7,1,Grass,1,16,7.1
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,7,1,Shrubs,1,218.3,46.2
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,8,1,Grass,1,9.9,7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,8,1,Forbs/Herbaceous,1,20.4,10
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,8,1,Shrubs,1,288.4,46.2
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,9,1,Grass,1,17.1,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,9,1,Forbs/Herbaceous,1,18,7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,9,1,Shrubs,1,153.7,45.8
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,10,1,Forbs/Herbaceous,1,28.4,7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,10,1,Grass,1,20.8,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,10,1,Shrubs,1,218.9,46.6
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,11,1,Shrubs,1,112.2,46.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,11,1,Forbs/Herbaceous,1,35.1,7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,11,1,Grass,1,20.3,6.8
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,11,1,Grass,1,22.4,7.1
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,12,1,Shrubs,1,233.9,46.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,12,1,Grass,1,24.4,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,12,1,Forbs/Herbaceous,1,9.3,6.8
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,12,1,Forbs/Herbaceous,1,11.4,9.8
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,13,1,Shrubs,1,218.5,46.6
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,13,1,Forbs/Herbaceous,1,17.5,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,13,1,Grass,1,10.8,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,14,1,Shrubs,1,183.9,46.7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,14,1,Shrubs,1,240.8,46.3
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,14,1,Grass,1,22.1,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,14,1,Forbs/Herbaceous,1,25.7,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,15,1,Grass,1,17.2,9.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,15,1,Forbs/Herbaceous,1,20.4,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,15,1,Shrubs,1,9.3,7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,16,1,Shrubs,1,230.4,46.6
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,16,1,Grass,1,29.1,7.1
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,16,1,Forbs/Herbaceous,1,19.1,7.1
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,17,1,Grass,1,83.7,44.2
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,17,1,Shrubs,1,146.3,44.5
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,17,1,Shrubs,1,116.8,43.6
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,17,1,Forbs/Herbaceous,1,16.7,7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,18,1,Grass,1,18,7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,18,1,Shrubs,1,279.8,46.7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,18,1,Forbs/Herbaceous,1,23.3,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,18,1,Forbs/Herbaceous,1,15.9,6.9
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,19,1,Grass,1,25.5,7.1
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,19,1,Shrubs,1,107.7,46.6
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,20,1,Grass,1,17,6.8
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,20,1,Forbs/Herbaceous,1,20.8,7
Washington DNR Pilot Project,Vulcan,PRE,24-Aug-16,20,1,Shrubs,1,221.5,46.1
