projectName,unitName,epShort,samplingStartDate,SampleMaterial,sampleNo,depth_mm,grossWetWt_g,wetContWt_g,grossDryWt_g,dryContWt_g
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,14,,1933.4,19.8,743.58,39.98
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,15,,802,19.24,301.45,40.58
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,16,,281.8,20.8,194.76,48.43
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,17,,528.9,21.3,307.24,40.58
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,18,,362,21.3,189.37,39.9
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,19,,911.67,20.5,535.47,39.69
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1000-hr,20,,420.9,20,243.48,39.82
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,1,,949.7,14.5,609.49,51.75
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,2,,1251,14.6,732.76,57.57
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,3,,1547.5,14.8,543.02,48.83
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,4,,960.3,14.6,568.71,58.27
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,5,,1223.1,14.7,645.1,53.15
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,6,,1285.2,14.7,859.03,39.85
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,7,,898.6,14.6,682.59,40.02
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,8,,1149.1,14.7,571.91,39.74
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,9,,1387,14.3,616.81,39.97
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 100-hr,10,,1224.1,14.5,600.51,39.92
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,1,,571.3,14.7,480.29,47.93
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,2,,493.37,14.8,425.23,50.38
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,3,,492.1,14.7,452.28,62.61
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,4,,578.5,14.7,464.22,46.86
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,5,,518.8,14.8,447.94,59.31
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,6,,490.3,14.8,441.52,61.25
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,7,,554.7,14.7,452.12,46.75
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,8,,484.4,14.7,388.28,47.49
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,9,,425.1,14.6,372.09,54.85
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 10-hr,10,,429.6,14.6,338.87,64.23
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,1,,65.17,14.6,95.53,49.13
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,2,,114.06,14.3,128.06,37.59
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,3,,149.76,14.6,173.88,50.9
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,4,,70,14.7,111,60.1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,5,,72.58,14.7,121.01,67.93
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,6,,77.46,14.8,102.5,45.05
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,7,,66.05,14.5,98.9,52.51
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,8,,91.36,14.7,121.94,51.88
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,9,,125.77,14.5,154.98,53.79
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Downed Woody: 1-hr,10,,105.16,14.7,125.29,47.21
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,1,,450,14.7,223.26,51.61
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,2,,657.9,14.8,273.87,58.15
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,3,,508.3,15.1,246.06,40.06
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,4,,400.5,14.5,190.16,49.46
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,5,,444.3,15.4,257.16,39.92
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,6,,415.5,14.7,242.45,57.16
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,7,,345.8,14.7,174.19,39.98
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,8,,392.1,14.6,224.93,39.95
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,9,,378.6,14.6,193.04,37.57
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Duff,10,,369.2,14.6,206.83,47.26
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,1,,197.98,14.5,128.78,40.68
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,2,,239,14.5,144.43,46.79
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,3,,190.38,14.6,144.79,62.07
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,4,,202.56,14.5,141.86,39.94
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,5,,128.14,14.4,119.52,55.95
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,6,,161.84,14.4,123.02,53.43
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,7,,197.27,14.6,124.04,39.98
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,8,,219.74,14.6,146.68,40.03
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,9,,276.75,14.6,143.51,40.02
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Grass,10,,278.64,14.8,163.86,40.26
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,1,,137.16,14.6,150.29,40.1
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,2,,144.09,14.6,152.41,40.01
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,3,,177.64,14.6,184.67,39.8
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,4,,133.83,14.7,147.54,39.95
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,5,,137.07,14.7,147.13,40.01
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,6,,173.83,14.7,184.04,39.86
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,7,,165.98,14.6,176.92,40.09
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,8,,173.25,14.7,184.24,39.95
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,9,,145.88,14.6,159.74,40.02
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Litter,10,,140.89,14.6,152.66,40.04
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,1,,138.9,14.7,84.05,39.99
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,2,,124.7,14.7,79.35,39.97
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,3,,169.6,14.7,94.83,39.87
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,4,,172.3,14.8,95.06,39.82
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,5,,195.3,14.8,101.7,39.92
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,6,,174.9,14.8,94.51,39.76
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,7,,236.5,14.8,118.37,40.16
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,8,,152.6,14.6,89.84,39.88
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,9,,223,14.7,117.46,40.02
Washington DNR Pilot Project,Sherman Creek,PRE,22-Aug-16,Shrubs,10,,196.9,14.8,111.53,39.91
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,1,,349.5,19.87,247.3,22.5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,2,,126.7,19.995,116.1,35.4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,3,,568.3,19.995,344.6,61.4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,4,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,5,,243.5,19.995,156.2,27.5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,6,,283.3,19.995,254.5,49.4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,7,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,8,,953.6,19.995,815.1,58
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,9,,488.9,19.995,395.5,51.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,10,,377.7,19.995,334.9,53.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,11,,405.5,19.995,339.9,30.5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,12,,588.7,19.995,489.6,55.3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,13,,181.4,19.83,188.3,49.6
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,14,,162.9,19.995,144,27.8
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,15,,189.5,19.86,175.7,34.2
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,16,,287.1,19.84,228.9,49.5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,17,,,,,
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,18,,289.5,19.83,256.6,44.1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,19,,631.2,19.81,464.2,46
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 1000-hr,20,,1087.1,19.86,666.6,55.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,1,,639.4,19.84,522.2,58.3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,2,,782.6,19.84,671.2,54.1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,3,,947.3,19.84,808.4,54.6
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,4,,860.8,19.84,631.7,51.5
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,5,,666.1,19.84,583.9,41.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,6,,555.2,19.84,493.7,63.4
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,7,,632.7,19.84,525.8,37.8
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,8,,898,19.84,752.2,57.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,9,,863,19.84,665,47.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Downed Woody: 100-hr,10,,659.5,19.84,598,54.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,1,,253.3,19.84,173,60.1
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,2,,308.6,19.84,208.1,46.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,3,,209.6,19.84,171.4,58.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,4,,295.6,19.84,187.8,46.6
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,5,,172.4,19.84,174.5,59
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,6,,207,19.84,176.5,50.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,7,,239.4,19.84,212.5,48
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,8,,235.1,19.84,191.2,50.3
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,9,,177.8,19.84,133.2,41.7
Washington DNR Pilot Project,Hanlon,PRE,21-Aug-16,Duff,10,,192.7,19.84,180.4,37.4
