projectName,unitName,springFall,epShort,samplingStartDate,plotNo,pinNo,pinStatus,pinType,pinToSurface_mm,SMType,SMDepth_mm,SM_PreDepth_mm,SM_ConsumedDepth_mm,SM_PostDepth_mm,DuffType,pinToRemaining_mm,pinToSoil_mm,Duff_PreDepth_mm,Duff_ConsumedDepth_mm,Duff_PostDepth_mm
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,3,OK,S,0,LP,21,21,12,9,LP,9,65,44,0,44
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,4,OK,S,0,LP,28,28,7,21,WR,21,88,60,0,60
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,5,OK,S,0,LP,15,15,3,12,LP,12,21,6,0,6
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,6,OK,S,0,LP,20,20,19,1,LP,1,35,15,0,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,7,OK,S,0,LP,13,13,9,4,LP,4,40,27,0,27
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,8,OK,S,0,LP,32,32,14,18,LP,18,39,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,9,OK,S,0,LP,70,70,6,64,LP,64,104,34,0,34
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,10,OK,S,0,LP,21,21,5,16,LP,16,42,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,11,OK,S,0,LP,42,42,9,33,WR,33,81,39,0,39
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,12,OK,S,0,LP,19,19,19,0,LP,20,78,59,1,58
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,13,OK,S,0,LP,20,20,6,14,LP,14,53,33,0,33
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,14,OK,S,0,LP,27,27,7,20,LP,20,44,17,0,17
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,15,NI,S,0,LP,24,24,24,0,LP,0,48,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,4,16,NI,S,0,LP,18,18,18,0,LP,0,19,1,0,1
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,1,OK,S,0,LP,52,52,22,30,LP,30,89,37,0,37
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,2,OK,S,0,GR,15,15,4,11,LP,11,49,34,0,34
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,3,OK,W,0,LP,12,12,12,0,WR,18,133,121,6,115
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,4,IP,S,,LP,45,45,,,WR,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,5,OK,S,0,LP,22,22,22,0,WR,24,76,54,2,52
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,6,OK,W,0,LP,21,21,5,16,WR,16,119,98,0,98
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,7,OK,S,0,LP,25,25,14,11,WR,11,84,59,0,59
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,8,OK,S,0,LP,33,33,33,0,LP,35,39,6,2,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,9,OK,W,0,LP,52,52,3,49,WR,49,109,57,0,57
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,10,OK,W,0,LP,25,25,20,5,WR,5,96,71,0,71
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,11,OK,S,0,LP,42,42,17,25,LP,25,73,31,0,31
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,12,OK,S,0,NS,0,0,0,0,WR,2,101,101,2,99
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,13,IP,W,,,0,0,,,,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,14,OK,W,0,LP,26,26,1,25,WR,25,69,43,0,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,15,OK,W,0,LP,14,14,14,0,WR,52,100,86,38,48
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,5,16,OK,S,0,LP,14,14,14,0,LP,20,61,47,6,41
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,1,OK,S,0,LP,21,21,6,15,LP,15,43,22,0,22
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,2,OK,S,0,LP,4,4,1,3,LP,3,34,30,0,30
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,3,OK,S,0,LP,18,18,18,0,LP,20,49,31,2,29
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,4,NI,S,0,LP,5,5,5,0,LP,0,60,55,0,55
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,5,OK,S,0,LP,16,16,8,8,LP,8,40,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,6,OK,S,0,LP,18,18,18,0,LP,21,51,33,3,30
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,7,OK,S,0,LP,16,16,16,0,LP,26,50,34,10,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,8,OK,S,0,LP,22,22,0,22,LP,22,49,27,0,27
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,9,OK,S,0,LP,11,11,2,9,LP,9,80,69,0,69
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,10,OK,S,0,LP,35,35,10,25,BS,25,105,70,0,70
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,11,IP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,12,OK,S,0,LP,32,32,5,27,LP,27,106,74,0,74
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,13,OK,S,0,LP,26,26,26,0,WR,27,88,62,1,61
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,14,NI,S,0,LP,21,21,21,0,LP,0,56,35,0,35
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,15,OK,S,0,LP,30,30,0,30,LP,30,54,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,6,16,OK,S,0,LP,28,28,28,0,LP,33,50,22,5,17
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,1,OK,S,0,LP,25,25,25,0,FM,27,41,16,2,14
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,2,NI,S,0,LP,7,7,7,0,LP,0,19,12,0,12
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,3,NI,S,0,LP,15,15,15,0,LP,0,25,10,0,10
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,4,NI,S,0,LP,19,19,19,0,LP,0,24,5,0,5
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,5,OK,S,0,LP,22,22,6,16,LP,16,43,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,6,OK,S,0,LP,25,25,6,19,LP,19,41,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,7,OK,S,0,GR,22,22,4,18,LP,18,50,28,0,28
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,8,OK,S,0,GR,12,12,12,0,LP,14,41,29,2,27
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,9,OK,S,0,LP,15,15,15,0,FM,18,40,25,3,22
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,10,NI,S,0,GR,18,18,18,0,FM,0,31,13,0,13
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,11,NI,S,0,LP,9,9,9,0,LP,0,24,15,0,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,12,NI,S,0,GR,29,29,29,0,GR,0,43,14,0,14
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,13,NI,S,0,LP,15,15,15,0,LP,0,22,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,14,OK,S,0,LP,8,8,6,2,LP,2,29,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,15,NI,S,0,LP,21,21,21,0,LP,0,38,17,0,17
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,7,16,OK,S,0,LP,14,14,11,3,LP,3,25,11,0,11
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,1,NI,S,0,LP,13,13,5,8,LP,8,29,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,2,OK,S,0,LP,27,27,7,20,LP,20,48,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,3,OK,S,0,LP,21,21,7,14,LP,14,52,31,0,31
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,4,OK,S,0,LP,29,29,1,28,LP,28,99,70,0,70
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,5,NI,S,0,LP,25,25,25,0,GR,0,31,6,0,6
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,6,NI,S,0,GR,16,16,16,0,GR,0,46,30,0,30
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,7,OK,S,0,LP,19,19,7,12,LP,12,49,30,0,30
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,8,NI,S,0,LP,22,22,22,0,LP,0,28,6,0,6
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,9,NI,S,0,LP,24,24,24,0,LP,0,31,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,10,NI,S,0,LP,8,8,8,0,LP,0,21,13,0,13
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,11,OK,S,0,LP,22,22,4,18,LP,18,52,30,0,30
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,12,OK,W,0,LP,28,28,15,13,LP,13,61,33,0,33
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,13,OK,S,0,LP,35,35,30,5,LP,5,44,9,0,9
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,14,NI,W,0,LP,10,10,10,0,LP,0,18,8,0,8
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,15,NI,W,0,LP,11,11,11,0,LP,0,18,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,8,16,NI,S,0,LP,7,7,7,0,LP,0,31,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,1,OK,S,0,GR,17,17,3,14,FM,14,49,32,0,32
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,2,OK,S,0,GR,23,23,5,18,WR,18,41,18,0,18
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,3,OK,S,0,LP,17,17,5,12,LP,12,29,12,0,12
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,4,PF,S,0,LP,26,26,,,FM,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,5,OK,S,0,LP,18,18,1,17,LP,17,53,35,0,35
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,6,NI,W,0,BS,38,38,38,0,WR,0,69,31,0,31
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,7,NI,W,0,BS,35,35,35,0,WR,0,73,38,0,38
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,8,OK,W,0,BS,34,34,34,0,WR,58,178,144,24,120
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,9,NI,S,0,GR,39,39,39,0,GR,0,53,14,0,14
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,10,NI,S,0,LP,6,6,6,0,LP,0,22,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,11,PF,S,0,LP,25,25,,,LP,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,12,NI,S,0,LP,3,3,3,0,FM,0,18,15,0,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,13,OK,S,0,GR,40,40,5,35,GR,35,46,6,0,6
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,14,OK,S,0,LP,25,25,7,18,LP,18,29,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,15,OK,S,0,GR,32,32,12,20,LP,20,52,20,0,20
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,9,16,NP,,,,0,0,,,,,,,,
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,1,NI,S,0,LP,12,12,12,0,LP,0,21,9,0,9
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,2,NI,S,0,LP,21,21,21,0,LP,0,30,9,0,9
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,3,NI,S,0,LP,18,18,18,0,LP,0,28,10,0,10
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,4,NI,S,0,LP,4,4,4,0,LP,0,15,11,0,11
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,5,NI,S,0,LP,13,13,13,0,LP,0,16,3,0,3
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,6,NI,S,0,LP,19,19,19,0,LP,0,27,8,0,8
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,7,NI,S,0,LP,17,17,17,0,LP,0,20,3,0,3
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,8,NI,S,0,LP,22,22,22,0,LP,0,31,9,0,9
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,9,NI,S,0,LP,16,16,16,0,LP,0,25,9,0,9
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,10,NI,S,0,LP,27,27,27,0,LP,0,32,5,0,5
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,11,NI,S,0,LP,9,9,9,0,ND,0,9,0,0,0
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,12,NI,S,0,LP,21,21,21,0,ND,0,21,0,0,0
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,13,NI,S,0,FM,2,2,2,0,ND,0,2,0,0,0
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,14,NI,S,0,LP,6,6,6,0,LP,0,19,13,0,13
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,15,NI,S,0,LP,4,4,4,0,LP,0,16,12,0,12
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,10,16,NI,S,0,LP,11,11,11,0,LP,0,31,20,0,20
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,1,OK,S,0,LP,12,12,10,2,LP,2,18,6,0,6
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,2,NI,S,0,GR,9,9,9,0,GR,0,19,10,0,10
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,3,OK,S,0,LP,6,6,6,0,LP,12,40,34,6,28
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,4,OK,S,0,LP,13,13,9,4,LP,4,31,18,0,18
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,5,NI,W,0,BS,16,16,16,0,WR,0,55,39,0,39
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,6,NI,S,0,NS,0,0,0,0,WR,0,12,12,0,12
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,7,OK,S,0,LP,9,9,2,7,LP,7,18,9,0,9
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,8,NI,W,0,BS,23,23,23,0,LP,0,42,19,0,19
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,9,NI,S,0,GR,4,4,4,0,ND,0,9,5,0,5
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,10,NI,S,0,GR,11,11,11,0,GR,0,19,8,0,8
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,11,NI,S,0,GR,10,10,10,0,GR,0,26,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,12,OK,S,0,GR,14,14,12,2,GR,2,59,45,0,45
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,13,NI,S,0,BS,38,38,38,0,WR,0,61,23,0,23
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,14,NI,S,0,GR,9,9,9,0,GR,0,28,19,0,19
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,15,NI,S,0,BS,18,18,18,0,WR,0,42,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,11,16,OK,S,0,GR,10,10,5,5,GR,5,31,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,1,NI,S,0,GR,12,12,12,0,FM,0,28,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,2,NI,S,0,GR,13,13,13,0,GR,0,20,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,3,NI,S,0,LP,10,10,10,0,LP,0,41,31,0,31
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,4,NI,S,0,LP,15,15,15,0,GR,0,45,30,0,30
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,5,NI,S,0,LP,3,3,3,0,LP,0,31,28,0,28
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,6,NI,S,0,GR,16,16,16,0,GR,0,40,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,7,NI,S,0,LP,9,9,9,0,LP,0,52,43,0,43
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,8,NI,S,0,BS,14,14,14,0,BS,0,60,46,0,46
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,9,NI,S,0,LP,25,25,25,0,LP,0,33,8,0,8
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,10,OK,S,0,GR,28,28,22,6,GR,6,31,3,0,3
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,11,OK,S,0,GR,19,19,7,12,GR,12,39,20,0,20
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,12,NI,S,0,FM,20,20,20,0,FM,0,44,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,13,NI,S,0,GR,2,2,2,0,GR,0,10,8,0,8
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,14,NI,S,0,FM,4,4,4,0,FM,0,19,15,0,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,15,OK,S,0,FM,25,25,7,18,LP,18,62,37,0,37
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,12,16,OK,S,0,LP,12,12,2,10,LP,10,58,46,0,46
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,1,OK,W,0,LP,16,16,16,0,WR,19,92,76,3,73
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,2,OK,S,0,LP,9,9,8,1,WR,1,65,56,0,56
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,3,OK,S,0,LP,21,21,19,2,LP,2,28,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,4,NI,S,0,LP,9,9,9,0,FM,0,36,27,0,27
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,5,NI,S,0,LP,16,16,16,0,LP,0,27,11,0,11
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,6,NI,S,0,LP,14,14,14,0,FM,0,36,22,0,22
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,7,OK,S,0,LP,10,10,10,0,LP,16,37,27,6,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,8,OK,S,0,LP,14,14,5,9,LP,9,38,24,0,24
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,9,OK,S,0,LP,20,20,8,12,LP,12,49,29,0,29
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,10,OK,S,0,LP,21,21,2,19,LP,19,36,15,0,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,11,NI,S,0,LP,16,16,16,0,WR,0,28,12,0,12
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,12,NI,S,0,GR,9,9,9,0,FM,0,32,23,0,23
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,13,NI,S,0,LP,15,15,15,0,LP,0,25,10,0,10
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,14,NI,S,0,LP,18,18,18,0,LP,0,19,1,0,1
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,15,NI,S,0,LP,15,15,15,0,LP,0,22,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,13,16,NI,S,0,LP,10,10,10,0,LP,0,31,21,0,21
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,1,OK,S,0,GR,4,4,4,0,LP,14,68,64,10,54
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,2,NI,S,0,GR,25,25,25,0,GR,0,62,37,0,37
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,3,OK,S,0,GR,29,29,28,1,GR,1,55,26,0,26
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,4,OK,S,0,LP,35,35,31,4,LP,4,70,35,0,35
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,5,OK,S,0,LP,25,25,14,11,LP,11,40,15,0,15
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,6,OK,S,0,LP,21,21,0,21,LP,21,59,38,0,38
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,7,OK,S,0,LP,16,16,10,6,LP,6,68,52,0,52
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,8,OK,S,0,LP,21,21,3,18,LP,18,46,25,0,25
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,9,NI,S,0,GR,2,2,2,0,GR,0,13,11,0,11
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,10,NI,S,0,GR,10,10,10,0,GR,0,20,10,0,10
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,11,NI,S,0,GR,12,12,12,0,GR,0,25,13,0,13
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,12,NI,S,0,LP,9,9,9,0,LP,0,11,2,0,2
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,13,NI,S,0,GR,2,2,2,0,WR,0,70,68,0,68
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,14,OK,S,0,GR,5,5,5,0,WR,6,89,84,1,83
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,15,OK,S,0,GR,30,30,30,0,WR,35,133,103,5,98
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,14,16,OK,S,0,GR,11,11,11,0,GR,22,61,50,11,39
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,1,NI,S,0,GR,8,8,8,0,GR,0,16,8,0,8
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,2,NI,S,0,LP,7,7,7,0,LP,0,20,13,0,13
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,3,NI,S,0,GR,10,10,10,0,GR,0,17,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,4,NI,S,0,GR,3,3,3,0,WR,0,4,1,0,1
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,5,NI,S,0,LP,10,10,10,0,LP,0,22,12,0,12
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,6,NI,S,0,LP,14,14,14,0,LP,0,30,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,7,NI,S,0,LP,8,8,8,0,LP,0,24,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,8,NI,S,0,GR,14,14,14,0,GR,0,18,4,0,4
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,9,OK,S,0,GR,19,19,1,18,GR,18,35,16,0,16
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,10,NI,S,0,GR,6,6,6,0,GR,0,7,1,0,1
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,11,NI,S,0,LP,13,13,13,0,GR,0,20,7,0,7
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,12,NI,S,0,GR,15,15,15,0,GR,0,17,2,0,2
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,13,NI,S,0,FM,8,8,8,0,FM,0,16,8,0,8
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,14,NI,S,0,GR,11,11,11,0,GR,0,13,2,0,2
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,15,NI,S,0,GR,20,20,20,0,GR,0,21,1,0,1
Washington DNR Pilot Project,Sherman Creek,Spring2017,PRE,8/22/2016,15,16,NI,S,0,GR,10,10,10,0,GR,0,14,4,0,4
