projectName,unitName,springFall,epShort,samplingStartDate,plotNo,pinNo,pinStatus,pinType,pinToSurface_mm,SMType,SMDepth_mm,SM_PreDepth_mm,SM_ConsumedDepth_mm,SM_PostDepth_mm,DuffType,pinToRemaining_mm,pinToSoil_mm,Duff_PreDepth_mm,Duff_ConsumedDepth_mm,Duff_PostDepth_mm
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,1,1,OK,S,0,LP,34,34,3,31,ND,31,34,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,1,3,OK,S,0,LP,30,30,0,30,LP,30,39,9,0,9
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,1,5,OK,S,0,LP,20,20,0,20,LP,20,21,1,0,1
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,1,7,OK,S,0,LP,22,22,0,22,LP,22,23,1,0,1
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,1,9,OK,S,0,LP,35,35,0,35,ND,35,35,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,1,11,OK,S,0,LP,39,39,0,39,LP,39,43,4,0,4
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,1,13,OK,S,0,LP,39,39,0,39,LP,39,44,5,0,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,1,15,OK,S,0,LP,24,24,24,0,LP,28,34,10,4,6
Washington DNR Pilot Project,Angel,Fall2016,POST,10/8/2016,2,3,OK,S,0,SF,12,12,12,0,SF,15,23,11,3,8
Washington DNR Pilot Project,Angel,Fall2016,POST,10/8/2016,2,5,OK,S,0,LP,21,21,21,0,LP,42,42,21,21,0
Washington DNR Pilot Project,Angel,Fall2016,POST,10/8/2016,2,7,OK,S,0,LP,19,19,19,0,LP,78,78,59,59,0
Washington DNR Pilot Project,Angel,Fall2016,POST,10/8/2016,2,9,OK,S,0,SF,5,5,5,0,SF,7,13,8,2,6
Washington DNR Pilot Project,Angel,Fall2016,POST,10/8/2016,2,11,OK,S,0,GR,9,9,9,0,GR,12,40,31,3,28
Washington DNR Pilot Project,Angel,Fall2016,POST,10/8/2016,2,13,OK,S,0,SF,7,7,7,0,SF,10,17,10,3,7
Washington DNR Pilot Project,Angel,Fall2016,POST,10/8/2016,2,15,OK,S,0,LP,20,20,20,0,LP,27,42,22,7,15
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,3,1,OK,S,0,LP,18,18,18,0,LP,30,50,32,12,20
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,3,3,OK,S,0,LP,76,76,76,0,LP,106,114,38,30,8
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,3,5,OK,S,0,LP,23,23,23,0,LP,30,40,17,7,10
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,3,7,OK,S,0,LP,25,25,25,0,LP,35,42,17,10,7
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,3,9,OK,S,0,LP,19,19,19,0,LP,36,51,32,17,15
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,3,11,OK,S,0,SF,1,1,1,0,SF,30,49,48,29,19
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,3,13,OK,S,0,LP,29,29,29,0,LP,60,93,64,31,33
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,3,15,OK,S,0,LP,32,32,32,0,LP,86,94,62,54,8
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,4,1,OK,S,0,LP,27,27,27,0,LP,35,46,19,8,11
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,4,3,OK,S,0,LP,20,20,20,0,LP,45,80,60,25,35
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,4,5,OK,S,0,LP,30,30,30,0,LP,42,60,30,12,18
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,4,7,OK,S,0,LP,40,40,40,0,LP,52,79,39,12,27
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,4,9,OK,S,0,LP,33,33,2,31,LP,31,40,7,0,7
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,4,11,OK,S,0,LP,62,62,62,0,LP,91,118,56,29,27
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,4,13,OK,S,0,LP,29,29,29,0,LP,44,70,41,15,26
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,4,15,OK,S,0,LP,44,44,44,0,LP,67,81,37,23,14
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,5,1,NI,S,0,LP,17,17,17,0,LP,0,29,12,0,12
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,5,3,NI,S,0,LP,5,5,5,0,ND,0,5,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,5,5,OK,S,0,SF,8,8,2,6,SF,6,17,9,0,9
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,5,7,NI,S,0,LP,12,12,12,0,LP,0,30,18,0,18
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,5,9,OK,S,0,LP,30,30,2,28,LP,28,58,28,0,28
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,5,13,OK,S,0,LP,18,18,18,0,WR,96,119,101,78,23
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,5,15,OK,S,0,LP,11,11,11,0,WR,77,102,91,66,25
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,6,1,NI,S,0,LP,1,1,1,0,ND,0,1,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,6,3,NI,S,0,LP,18,18,18,0,LP,0,21,3,0,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,6,5,NI,S,0,LP,16,16,16,0,LP,0,31,15,0,15
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,6,7,NI,S,0,LP,9,9,9,0,LP,0,14,5,0,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,6,9,NI,S,0,LP,16,16,16,0,ND,0,16,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,6,11,NI,S,0,LP,42,42,42,0,LP,0,57,15,0,15
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,6,13,NI,S,0,LP,27,27,27,0,LP,0,40,13,0,13
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,6,15,NI,S,0,LP,15,15,15,0,ND,0,15,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,7,1,OK,S,0,LP,17,17,17,0,LP,26,33,16,9,7
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,7,3,OK,S,0,LP,25,25,25,0,LP,30,38,13,5,8
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,7,5,OK,S,0,LP,29,29,29,0,LP,32,45,16,3,13
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,7,7,OK,S,0,LP,25,25,25,0,LP,38,50,25,13,12
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,7,9,OK,S,0,LP,24,24,0,24,LP,24,30,6,0,6
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,7,11,OK,S,0,LP,20,20,20,0,LP,38,50,30,18,12
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,7,13,OK,S,0,LP,26,26,26,0,LP,35,57,31,9,22
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,7,15,OK,S,0,LP,35,35,35,0,LP,53,62,27,18,9
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,8,1,OK,S,0,LP,9,9,9,0,LP,12,15,6,3,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,8,3,OK,S,0,LP,5,5,5,0,LP,16,18,13,11,2
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,8,5,OK,S,0,LP,29,29,0,29,LP,29,31,2,0,2
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,8,9,OK,S,0,LP,10,10,10,0,LP,15,18,8,5,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,8,11,OK,S,0,LP,16,16,16,0,LP,24,27,11,8,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,8,13,OK,S,0,LP,4,4,4,0,LP,14,18,14,10,4
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,8,15,OK,S,0,LP,40,40,40,0,LP,41,49,9,1,8
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,9,1,OK,S,0,LP,20,20,20,0,LP,30,45,25,10,15
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,9,3,NI,S,0,FM,9,9,9,0,FM,0,18,9,0,9
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,9,5,OK,S,0,LP,6,6,6,0,LP,15,19,13,9,4
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,9,9,OK,S,0,LP,12,12,12,0,LP,27,37,25,15,10
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,9,13,NI,S,0,LP,18,18,18,0,LP,0,37,19,0,19
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,9,15,NI,S,0,SF,9,9,9,0,SF,0,21,12,0,12
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,10,1,NI,S,0,LP,20,20,20,0,LP,0,30,10,0,10
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,10,3,NI,S,0,LP,19,19,19,0,LP,0,24,5,0,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,10,5,NI,S,0,LP,1,1,1,0,ND,0,1,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,10,7,NI,S,0,LP,38,38,38,0,LP,0,40,2,0,2
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,10,9,NI,S,0,LP,1,1,1,0,ND,0,1,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,10,11,NI,S,0,LP,8,8,8,0,LP,0,26,18,0,18
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,10,13,NI,S,0,LP,20,20,20,0,LP,0,30,10,0,10
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,10,15,NI,S,0,LP,15,15,15,0,LP,0,25,10,0,10
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,11,1,OK,S,0,LP,3,3,3,0,LP,24,33,30,21,9
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,11,3,OK,S,0,LP,18,18,18,0,LP,41,47,29,23,6
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,11,5,OK,S,0,LP,28,28,28,0,LP,50,63,35,22,13
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,11,7,OK,S,0,LP,8,8,8,0,LP,14,30,22,6,16
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,11,9,OK,S,0,LP,25,25,25,0,LP,44,55,30,19,11
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,11,11,OK,S,0,LP,17,17,17,0,LP,43,53,36,26,10
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,11,13,OK,S,0,LP,10,10,10,0,LP,42,45,35,32,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,11,15,OK,S,0,LP,20,20,20,0,LP,31,51,31,11,20
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,12,1,OK,S,0,LP,36,36,36,0,WR,110,115,79,74,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,12,3,PF,S,0,LP,15,15,15,0,WR,155,155,140,140,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,12,5,OK,S,0,LP,10,10,10,0,LP,23,28,18,13,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,12,7,OK,S,0,LP,21,21,21,0,LP,38,51,30,17,13
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,12,9,OK,S,0,LP,20,20,20,0,LP,23,28,8,3,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,12,11,OK,S,0,LP,18,18,18,0,LP,31,36,18,13,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,12,13,OK,S,0,LP,6,6,6,0,LP,13,14,8,7,1
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,12,15,OK,S,0,LP,23,23,23,0,LP,26,30,7,3,4
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,13,1,OK,S,0,LP,14,14,3,11,ND,11,14,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,13,3,OK,S,0,LP,9,9,9,0,LP,25,25,16,16,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,13,5,NI,S,0,LP,1,1,1,0,ND,0,4,3,0,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,13,7,NI,S,0,SF,3,3,3,0,SF,0,7,4,0,4
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,13,9,NI,S,0,LP,19,19,19,0,BS,0,22,3,0,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,13,11,NI,S,0,LP,6,6,6,0,LP,0,11,5,0,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,13,13,OK,S,0,SF,6,6,0,6,ND,6,6,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,13,15,OK,S,0,LP,9,9,9,0,LP,12,23,14,3,11
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,14,1,OK,S,0,LP,42,42,0,42,ND,42,42,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,14,3,OK,S,0,LP,35,35,35,0,LP,48,49,14,13,1
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,14,5,OK,S,0,LP,20,20,20,0,LP,59,62,42,39,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,14,7,OK,S,0,LP,47,47,47,0,WR,136,136,89,89,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,14,9,OK,S,0,LP,19,19,13,6,LP,6,36,17,0,17
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,14,11,OK,S,0,LP,23,23,6,17,LP,17,30,7,0,7
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,14,13,OK,S,0,LP,24,24,24,0,LP,52,52,28,28,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,14,15,OK,S,0,LP,28,28,19,9,LP,9,41,13,0,13
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,15,1,OK,S,0,LP,28,28,11,17,LP,17,51,23,0,23
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,15,3,OK,S,0,LP,35,35,35,0,LP,86,97,62,51,11
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,15,9,PF,S,0,LP,24,24,24,0,LP,155,155,131,131,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,15,11,OK,S,0,LP,48,48,48,0,LP,98,98,50,50,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,15,13,OK,S,0,LP,62,62,62,0,LP,100,100,38,38,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,15,15,OK,S,0,LP,33,33,33,0,LP,38,53,20,5,15
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,16,1,OK,S,0,LP,29,29,29,0,LP,34,42,13,5,8
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,16,3,OK,S,0,LP,28,28,28,0,LP,34,56,28,6,22
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,16,5,OK,S,0,LP,24,24,1,23,ND,23,24,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,16,7,NI,S,0,LP,1,1,1,0,LP,0,19,18,0,18
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,16,9,NI,S,0,LP,5,5,5,0,LP,0,49,44,0,44
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,16,11,OK,S,0,LP,25,25,25,0,LP,83,90,65,58,7
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,16,13,OK,S,0,LP,22,22,1,21,LP,21,32,10,0,10
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,16,15,NI,S,0,LP,24,24,24,0,ND,0,24,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,17,1,NI,S,0,LP,21,21,21,0,ND,0,21,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,17,3,OK,S,0,LP,41,41,0,41,LP,41,46,5,0,5
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,17,5,OK,S,0,LP,30,30,30,0,LP,50,54,24,20,4
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,17,7,OK,S,0,LP,19,19,19,0,LP,25,27,8,6,2
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,17,9,OK,S,0,LP,38,38,38,0,LP,47,59,21,9,12
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,17,11,OK,S,0,LP,16,16,12,4,LP,4,23,7,0,7
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,17,13,OK,S,0,LP,30,30,30,0,LP,40,50,20,10,10
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,17,15,OK,S,0,LP,25,25,0,25,ND,25,25,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,18,1,NI,S,0,LP,3,3,3,0,LP,0,32,29,0,29
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,18,3,NI,S,0,LP,19,19,19,0,ND,0,19,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,18,5,NI,S,0,LP,10,10,10,0,LP,0,13,3,0,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,18,7,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,18,9,OK,S,0,LP,20,20,5,15,LP,15,52,32,0,32
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,18,11,NI,S,0,LP,2,2,2,0,FM,0,21,19,0,19
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,18,13,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,18,15,OK,S,0,LP,18,18,1,17,LP,17,21,3,0,3
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,19,1,PF,S,0,LP,15,15,15,0,WR,155,155,140,140,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,19,3,OK,S,0,LP,27,27,9,18,LP,18,36,9,0,9
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,19,5,OK,S,0,LP,2,2,2,0,LP,10,12,10,8,2
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,19,7,OK,S,0,LP,28,28,2,26,LP,26,78,50,0,50
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,19,9,OK,S,0,LP,17,17,3,14,LP,14,38,21,0,21
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,19,11,OK,S,0,LP,21,21,13,8,LP,8,29,8,0,8
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,19,13,OK,S,0,LP,53,53,3,50,LP,50,66,13,0,13
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,19,15,OK,S,0,LP,34,34,34,0,LP,59,85,51,25,26
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,20,1,OK,S,0,LP,36,36,8,28,LP,28,45,9,0,9
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,20,5,NI,S,0,LP,19,19,19,0,ND,0,21,2,0,2
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,20,7,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,20,9,OK,S,0,LP,34,34,5,29,LP,29,50,16,0,16
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,20,11,OK,S,0,LP,28,28,2,26,ND,26,28,0,0,0
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,20,13,OK,S,0,LP,44,44,44,0,LP,45,51,7,1,6
Washington DNR Pilot Project,Angel,Fall2016,PRE,9/20/2016,20,15,OK,S,0,LP,51,51,51,0,LP,65,65,14,14,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,1,1,OK,S,0,LP,71,71,11,60,ND,60,71,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,1,3,OK,S,0,LP,60,60,2,58,ND,58,60,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,1,5,OK,S,0,LP,43,43,3,40,ND,40,43,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,1,7,OK,S,0,LP,112,112,6,106,ND,106,112,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,1,9,OK,S,0,LP,41,41,2,39,ND,39,41,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,1,11,OK,S,0,LP,48,48,10,38,ND,38,48,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,1,13,OK,S,0,LP,47,47,47,0,LP,65,70,23,18,5
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,1,15,OK,S,0,LP,93,93,5,88,LP,88,100,7,0,7
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,2,1,OK,S,0,LP,32,32,2,30,LP,30,35,3,0,3
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,2,3,OK,S,0,LP,30,30,0,30,ND,30,30,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,2,5,OK,S,0,GR,28,28,28,0,GR,35,35,7,7,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,2,7,OK,S,0,LP,47,47,13,34,ND,34,47,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,2,9,OK,S,0,LP,21,21,0,21,ND,21,21,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,2,11,OK,S,0,GR,48,48,48,0,GR,59,61,13,11,2
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,2,13,OK,S,0,GR,40,40,0,40,ND,40,40,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,2,15,OK,S,0,GR,49,49,49,0,GR,59,68,19,10,9
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,3,3,NI,S,0,LP,3,3,3,0,ND,0,3,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,3,5,NI,S,0,LP,2,2,2,0,ND,0,2,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,3,7,NI,S,0,LP,11,11,11,0,ND,0,11,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,3,9,NI,S,0,LP,2,2,2,0,ND,0,2,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,3,11,NI,S,0,LP,5,5,5,0,ND,0,5,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,3,13,NI,S,0,LP,8,8,8,0,ND,0,8,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,3,15,NI,S,0,LP,3,3,3,0,ND,0,3,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,4,1,OK,S,0,LP,30,30,0,30,ND,30,30,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,4,3,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,4,5,NI,S,0,LP,72,72,72,0,ND,0,72,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,4,7,NI,S,0,LP,45,45,45,0,ND,0,45,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,4,9,NI,S,0,LP,11,11,11,0,ND,0,11,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,4,11,NI,S,0,LP,7,7,7,0,ND,0,7,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,4,13,NI,S,0,GR,41,41,41,0,ND,0,41,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,4,15,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,5,1,OK,S,0,GR,30,30,0,30,ND,30,30,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,5,3,NI,S,0,LP,13,13,13,0,ND,0,13,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,5,5,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,5,7,NI,S,0,LP,9,9,9,0,ND,0,9,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,5,9,NI,S,0,LP,11,11,11,0,ND,0,11,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,5,11,NI,S,0,NS,0,0,0,0,ND,0,0,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,5,13,NI,S,0,LP,11,11,11,0,ND,0,11,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,5,15,OK,S,0,LP,12,12,0,12,ND,12,12,0,0,0
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,6,1,OK,W,0,LP,71,71,71,0,LP,154,169,98,83,15
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,6,3,OK,W,0,LP,90,90,90,0,LP,131,147,57,41,16
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,6,5,OK,W,0,LP,106,106,106,0,LP,155,161,55,49,6
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,6,7,OK,W,0,LP,148,148,148,0,LP,184,209,61,36,25
Washington DNR Pilot Project,Chumstick ZUI,Fall2016,PRE,9/12/2016,6,9,OK,W,0,LP,125,125,125,0,LP,259,281,156,134,22
